5.220596e-03	1
7.369547e-03	2
6.924016e-03	3
8.809557e-03	4
1.920806e-02	5
1.805254e-02	6
1.955967e-02	7
2.030208e-02	8
1.838872e-02	9
1.625013e-02	10
4.408628e-02	20
3.753289e-02	30
4.072822e-02	40
4.809314e-02	50
4.825146e-02	60
5.145171e-02	70
3.781741e-02	80
4.366001e-02	90
4.465118e-02	100
---
7.805603e-03	1
7.713970e-03	2
6.537371e-03	3
1.140470e-02	4
1.301411e-02	5
1.588390e-02	6
1.852144e-02	7
2.300315e-02	8
1.791948e-02	9
1.459553e-02	10
4.210849e-02	20
2.236823e-02	30
2.561105e-02	40
2.557845e-02	50
5.113994e-02	60
5.127962e-02	70
4.648990e-02	80
3.503679e-02	90
5.350909e-02	100
